ietf_node,tapi_node,similarity
/networks/network/link/te/recovery/protection-status,/context/notification-context/event-notification/topology/link/resilience-type/protection-type,0.4334767996390961
/networks/te/templates/node-template/priority,/context/notification-context/event-notification/connectivity-service/resilience-constraint/restore-priority,0.4263722981055652
/networks/te/templates/link-template/priority,/context/notification-context/event-notification/connectivity-service/resilience-constraint/restore-priority,0.4263722981055652
/networks/te/templates/link-template/te-link-attributes/name,/context/notification-context/notif-subscription/notification/changed-attributes/value-name,0.4226228231826196
/networks/network/link/te/te-link-attributes/name,/context/notification-context/notif-subscription/notification/changed-attributes/value-name,0.4226228231826196
/networks/te/templates/link-template/te-link-attributes/admin-status,/context/service-interface-point/administrative-state,0.4225132514316212
/networks/te/templates/node-template/te-node-attributes/admin-status,/context/service-interface-point/administrative-state,0.4225132514316212
/networks/network/node/te/te-node-attributes/admin-status,/context/service-interface-point/administrative-state,0.4225132514316212
/networks/network/link/te/te-link-attributes/admin-status,/context/service-interface-point/administrative-state,0.4225132514316212
/networks/network/node/te-node-id,/context/notification-context/event-notification/topology/boundary-node-edge-point,0.4142282446312209
/networks/network/link/te/te-link-attributes/client-svc/supported-client-signal,/context/stream-context/supported-stream-type,0.41328678325605045
/networks/network/node/termination-point/te/client-svc/supported-client-signal,/context/stream-context/supported-stream-type,0.39462331519010857
/networks/network/node/termination-point/te/admin-status,/context/service-interface-point/administrative-state,0.38944882321085655
/networks/network/node/te/te-node-attributes/connectivity-matrices/connectivity-matrix/optimizations/algorithm/objective-function/objective-function-type,/context/notification-context/event-notification/path-computation-service/routing-constraint/route-objective-function,0.38043651290740116
/networks/network/node/te/te-node-attributes/connectivity-matrices/optimizations/algorithm/objective-function/objective-function-type,/context/notification-context/event-notification/path-computation-service/routing-constraint/route-objective-function,0.38043651290740116
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/objective-function/objective-function-type,/context/notification-context/event-notification/path-computation-service/routing-constraint/route-objective-function,0.38043651290740116
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/optimizations/algorithm/objective-function/objective-function-type,/context/notification-context/event-notification/path-computation-service/routing-constraint/route-objective-function,0.38043651290740116
/networks/network/node/te/information-source-entry/connectivity-matrices/connectivity-matrix/optimizations/algorithm/objective-function/objective-function-type,/context/notification-context/event-notification/path-computation-service/routing-constraint/route-objective-function,0.38043651290740116
/networks/network/node/te/information-source-entry/connectivity-matrices/optimizations/algorithm/objective-function/objective-function-type,/context/notification-context/event-notification/path-computation-service/routing-constraint/route-objective-function,0.38043651290740116
/networks/network/te-topology-identifier/client-id,/context/stream-admin-context/stream-monitor/client-id,0.3779183170240856
/networks/network/node/te/tunnel-termination-point/admin-status,/context/service-interface-point/administrative-state,0.37209673659436926
/networks/network/link/link-id,/context/notification-context/event-notification/topology/boundary-node-edge-point,0.36792305687401333
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/local-link-connectivity/path-properties/path-route-objects/path-route-object/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/information-source-entry/connectivity-matrices/underlay/backup-path/path-element/type/numbered-node-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/underlay/primary-path/path-element/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
/networks/network/node/te/tunnel-termination-point/local-link-connectivities/optimizations/algorithm/optimization-metric/explicit-route-exclude-objects/route-object-exclude-object/type/unnumbered-link-hop/node-id,/context/notification-context/event-notification/path-computation-service/topology-constraint/include-topology,0.36367191971420076
